Nombre,Equipo,Posicion,Estadistica,Valor,Temporada,Imagen
Juan Diego Molina Martinez,Alcorcón,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42837.png
Borja García,Girona,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/19148.png
Álvaro Vázquez,Sporting,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/19290.png
Hugo Vallejo,Málaga,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hug/large/44994.png
José Carlos,Almería,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/31432.png
Óscar Pinchi,Extremadura UD,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/osc/large/34785.png
Jordi Mboula,Huesca,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/39840.png
Nacho Gil,Ponferradina,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nac/large/33524.png
Santiago Comesaña,Rayo,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/san/large/35064.png
Luis Javier Suarez Charris,Real Zaragoza,Delantero,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/42859.png
Keko,Málaga,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kek/large/18643.png
Manuel Fuster,Albacete,Centrocampista,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/man/large/46023.png
Alvaro Armada Juan Cruz,Elche,Defensa,asistencias-de-gol,1,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/36921.png
Catena,Rayo,Defensa,minutos-totales-disputados,990,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cat/large/42860.png
Dimitrievski,Rayo,Portero,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dim/large/25729.png
Dani Barrio,Numancia,Portero,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/17069.png
Andriy Lunin,Oviedo,Portero,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/39786.png
Mariño,Sporting,Portero,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/19164.png
Borja Granero,Extremadura UD,Centrocampista,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/20303.png
Ander Cantero,Lugo,Portero,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/and/large/22844.png
Alejandro Salomon,Extremadura UD,Defensa,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42511.png
Riesgo,Girona,Portero,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rie/large/13109.png
Alejandro Salomon,Las Palmas,Defensa,minutos-totales-disputados,900,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/42511.png
Morán,Numancia,Centrocampista,minutos-totales-disputados,876,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mor/large/21324.png
Mujaid Sadick,Deportivo,Defensa,minutos-totales-disputados,869,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/muj/large/43449.png
Bastos,Extremadura UD,Defensa,minutos-totales-disputados,855,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bas/large/36591.png
Miquel,Girona,Defensa,minutos-totales-disputados,855,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/miq/large/19674.png
Bergantiños,Deportivo,Centrocampista,minutos-totales-disputados,850,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/ber/large/15245.png
Pedro,Albacete,Centrocampista,minutos-totales-disputados,845,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/20317.png
Pedro,Deportivo,Centrocampista,minutos-totales-disputados,845,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/ped/large/20317.png
Stuani,Girona,Delantero,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Pulido,Huesca,Defensa,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/p/pul/large/19371.png
Dani Giménez,Deportivo,Portero,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/18508.png
Juanpe,Girona,Defensa,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19273.png
Alex Muñoz,Tenerife,Defensa,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/35158.png
David Fernández,Alcorcón,Defensa,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dav/large/19519.png
Arribas,Oviedo,Defensa,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/arr/large/19146.png
Lombán,Málaga,Defensa,minutos-totales-disputados,810,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lom/large/17081.png
Luis Milla,Tenerife,Centrocampista,minutos-totales-disputados,809,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/22836.png
Darwin Núñez,Almería,Delantero,minutos-totales-disputados,808,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dar/large/43058.png
Shaquell Moore,Tenerife,Defensa,minutos-totales-disputados,798,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sha/large/40321.png
Hacen,Lugo,Centrocampista,minutos-totales-disputados,792,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hac/large/40426.png
Curro,Numancia,Centrocampista,minutos-totales-disputados,791,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cur/large/34019.png
Trejo,Rayo,Delantero,minutos-totales-disputados,778,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tre/large/16922.png
Carlos Nieto Herrero,Real Zaragoza,Defensa,minutos-totales-disputados,775,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/25929.png
Babin,Sporting,Defensa,minutos-totales-disputados,774,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bab/large/19333.png
César De la Hoz,Almería,Centrocampista,minutos-totales-disputados,771,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/ces/large/19955.png
Atienza,Real Zaragoza,Defensa,minutos-totales-disputados,770,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ati/large/35066.png
Modibo Sagnan,Mirandés,Defensa,minutos-totales-disputados,765,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mod/large/45791.png
Zozulya,Albacete,Delantero,minutos-totales-disputados,761,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/z/zoz/large/17982.png
Gonzalo Verdú,Elche,Defensa,minutos-totales-disputados,759,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/g/gon/large/40204.png
Kecojevic,Albacete,Defensa,minutos-totales-disputados,756,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kec/large/26533.png
Kecojevic,Cádiz,Defensa,minutos-totales-disputados,756,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/k/kec/large/26533.png
Rubén Castro,Las Palmas,Delantero,minutos-totales-disputados,756,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/rub/large/4174.png
Luismi,Oviedo,Centrocampista,minutos-totales-disputados,754,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/25942.png
Nacho Gil,Ponferradina,Centrocampista,minutos-totales-disputados,753,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nac/large/33524.png
Iván Calero,Numancia,Defensa,minutos-totales-disputados,751,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/40202.png
Héctor Hernández,Numancia,Defensa,minutos-totales-disputados,750,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hec/large/31925.png
Randy Ntekja,Fuenlabrada,Centrocampista,minutos-totales-disputados,750,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ran/large/44024.png
Marcos de Sousa,Mirandés,Delantero,minutos-totales-disputados,749,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/39449.png
Sielva,Ponferradina,Centrocampista,minutos-totales-disputados,747,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sie/large/17313.png
Cifuentes,Cádiz,Portero,minutos-totales-disputados,746,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alb/large/5326.png
Arroyo,Albacete,Defensa,minutos-totales-disputados,738,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/19961.png
Marcelo Djalo,Lugo,Defensa,minutos-totales-disputados,737,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/28488.png
Álex Alegría,Extremadura UD,Delantero,minutos-totales-disputados,725,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/28596.png
Merquelanz,Mirandés,Delantero,minutos-totales-disputados,724,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mer/large/43442.png
Jordi,Racing,Defensa,minutos-totales-disputados,723,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/18629.png
Tomeu Nadal,Albacete,Portero,minutos-totales-disputados,720,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tom/large/17477.png
Ortolá,Tenerife,Portero,minutos-totales-disputados,720,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/o/ort/large/19823.png
Dani Jiménez,Alcorcón,Portero,minutos-totales-disputados,720,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/19368.png
Nikola Maras,Almería,Defensa,minutos-totales-disputados,720,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nik/large/46292.png
Álvaro Fernández,Huesca,Portero,minutos-totales-disputados,720,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/36057.png
Munir,Málaga,Portero,minutos-totales-disputados,720,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mun/large/25121.png
Escassi,Numancia,Centrocampista,minutos-totales-disputados,719,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/esc/large/18720.png
Cifuentes,Málaga,Defensa,minutos-totales-disputados,718,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mig/large/20375.png
Nikola Sipcic,Tenerife,Defensa,minutos-totales-disputados,718,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nik/large/46081.png
Álvaro García,Rayo,Centrocampista,minutos-totales-disputados,717,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/22258.png
Molinero,Sporting,Defensa,minutos-totales-disputados,713,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mol/large/15133.png
Josema,Elche,Defensa,minutos-totales-disputados,709,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/33605.png
Josema,Extremadura UD,Defensa,minutos-totales-disputados,709,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/33605.png
David Carmona,Racing,Defensa,minutos-totales-disputados,707,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/31635.png
Cristian Álvarez,Real Zaragoza,Portero,minutos-totales-disputados,707,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/cri/large/17312.png
David Carmona,Cádiz,Defensa,minutos-totales-disputados,707,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/c/car/large/31635.png
Alex Granell,Girona,Centrocampista,minutos-totales-disputados,706,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/25408.png
Ferreiro,Huesca,Centrocampista,minutos-totales-disputados,705,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fer/large/19954.png
Eguaras,Real Zaragoza,Centrocampista,minutos-totales-disputados,699,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/egu/large/25165.png
Samuel Sáiz,Girona,Centrocampista,minutos-totales-disputados,694,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/31838.png
Higinio,Numancia,Delantero,minutos-totales-disputados,693,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hig/large/20364.png
Aitor Sanz,Tenerife,Centrocampista,minutos-totales-disputados,690,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ait/large/17579.png
Juan Carlos,Málaga,Defensa,minutos-totales-disputados,690,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19289.png
Tejera,Oviedo,Centrocampista,minutos-totales-disputados,685,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tej/large/17931.png
Juan Diego Molina Martinez,Alcorcón,Centrocampista,minutos-totales-disputados,684,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/42837.png
Mikel Rico,Huesca,Centrocampista,minutos-totales-disputados,681,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/r/ric/large/16439.png
Nino,Elche,Delantero,minutos-totales-disputados,679,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nin/large/1461.png
Fran Manzanara,Ponferradina,Centrocampista,minutos-totales-disputados,675,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/44315.png
Daniel Calvo,Elche,Defensa,minutos-totales-disputados,675,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/d/dan/large/24948.png
Valcarce,Ponferradina,Defensa,minutos-totales-disputados,675,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/v/val/large/22964.png
Luis Javier Suarez Charris,Real Zaragoza,Delantero,minutos-totales-disputados,673,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/42859.png
Fran Cruz,Extremadura UD,Defensa,minutos-totales-disputados,671,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/20323.png
Aketxe,Deportivo,Centrocampista,minutos-totales-disputados,671,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ake/large/25712.png
Lluis López,Tenerife,Defensa,minutos-totales-disputados,665,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/llu/large/34781.png
Campabadal,Lugo,Defensa,minutos-totales-disputados,664,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/edu/large/22509.png
José Raúl Gutiérrez,Real Zaragoza,Centrocampista,minutos-totales-disputados,659,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jos/large/25931.png
Fernando Martínez,Almería,Portero,minutos-totales-disputados,659,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fer/large/20366.png
Mosquera,Huesca,Centrocampista,minutos-totales-disputados,655,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mos/large/16810.png
Juan Villar,Rayo,Delantero,minutos-totales-disputados,653,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/19238.png
Jorge De Frutos,Rayo,Delantero,minutos-totales-disputados,652,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jor/large/42500.png
Lizoain,Alcorcón,Portero,minutos-totales-disputados,652,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/liz/large/19968.png
Lizoain,Mirandés,Portero,minutos-totales-disputados,652,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/liz/large/19968.png
Yacine Qasmi,Rayo,Delantero,minutos-totales-disputados,651,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yac/large/44425.png
Yacine Qasmi,Elche,Delantero,minutos-totales-disputados,651,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/y/yac/large/44425.png
Nacho Méndez,Sporting,Centrocampista,minutos-totales-disputados,651,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ign/large/39487.png
Ismaila Ciss,Fuenlabrada,Centrocampista,minutos-totales-disputados,651,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/ism/large/46740.png
Álvaro Jiménez,Albacete,Centrocampista,faltas-recibidas,31,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/alv/large/35610.png
Higinio,Numancia,Delantero,faltas-recibidas,28,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/h/hig/large/20364.png
Samuel Sáiz,Girona,Centrocampista,faltas-recibidas,26,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/sam/large/31838.png
Iván Sánchez,Elche,Centrocampista,faltas-recibidas,26,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/iva/large/28489.png
Nono,Extremadura UD,Centrocampista,faltas-recibidas,24,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/non/large/34943.png
Trejo,Rayo,Delantero,faltas-recibidas,24,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tre/large/16922.png
Marcos de Sousa,Mirandés,Delantero,faltas-recibidas,23,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/m/mar/large/39449.png
Álex,Cádiz,Centrocampista,faltas-recibidas,23,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/20379.png
Isaac,Cádiz,Defensa,faltas-recibidas,23,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/i/isa/large/31441.png
Nacho Gil,Ponferradina,Centrocampista,faltas-recibidas,23,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/n/nac/large/33524.png
Borja Galán,Racing,Delantero,faltas-recibidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/34333.png
Borja García,Girona,Centrocampista,faltas-recibidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/19148.png
Tejera,Oviedo,Centrocampista,faltas-recibidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/t/tej/large/17931.png
Borja Galán,Deportivo,Delantero,faltas-recibidas,22,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/b/bor/large/34333.png
Luis Milla,Tenerife,Centrocampista,faltas-recibidas,21,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/l/lui/large/22836.png
Zozulya,Albacete,Delantero,faltas-recibidas,20,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/z/zoz/large/17982.png
Stuani,Girona,Delantero,faltas-recibidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/s/stu/large/19119.png
Álex Alegría,Extremadura UD,Delantero,faltas-recibidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ale/large/28596.png
Juanpi,Málaga,Centrocampista,faltas-recibidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/25726.png
Ernesto Gómez,Alcorcón,Delantero,faltas-recibidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/e/ern/large/46028.png
Aketxe,Deportivo,Centrocampista,faltas-recibidas,19,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/a/ake/large/25712.png
Burgui,Real Zaragoza,Centrocampista,faltas-recibidas,18,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/f/fra/large/22121.png
Juanjo Narváez,Las Palmas,Centrocampista,faltas-recibidas,18,2019_2020,//as01.epimg.net/img/comunes/fotos/fichas/deportistas/j/jua/large/23939.png
